Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,tariff (product.metafields.custom.tariff),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
abconvert-test-1,,,,,,,,,test4,,,45to47inch,,,big,,'1234,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-test-1,,,,,,,,,test5,,,45to47inch,,,small,,'1234,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-test-1,,,,,,,,,test5,,,45to47inch,,,big,,'1234,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-test-1,,,,,,,,,test6,,,45to47inch,,,small,,'1233414,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-test-1,,,,,,,,,test6,,,45to47inch,,,big,,'2141241241,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-test-1,,,,,,,,,test7,,,45to47inch,,,small,,'12414124,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-test-1,,,,,,,,,test7,,,45to47inch,,,big,,'124141241241,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-test-1,,,,,,,,,test8,,,45to47inch,,,small,,'12313123,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-test-1,,,,,,,,,test8,,,45to47inch,,,big,,'1342,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-test-1,,,,,,,,,test9,,,45to47inch,,,small,,'23423423,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
abconvert-test-1,,,,,,,,,test9,,,45to47inch,,,big,,'2342342342,10000.0,shopify,deny,dropshipman,238.90,266.00,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,119.45,
test-active,Test active,"",Jeffrey Shop,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,kg,,,active
test-product-tag,test product tag,"",Jeffrey Shop,,"","123, 1234",true,Title,Default Title,,,,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,kg,,,active
content-test-test-1,Content test test,"<p>Stay fresh and stylish with our EliteEdge 601s Odor-Free Lite Polo. This polo shirt features our unique Odor-Free fabric technology, developed in partnership with Toyobo (Japan), offering 24H, 97% sweat odor neutralization. The material is a perfect blend of 47% Cotton, 45% Polyester, and 8% Viscose, providing a soft and stretchy feel. The 190g/sqm double-layered pique and one-way moisture-wicking technique fabric ensure long-lasting quality and comfort. It's pre-shrunk, so no worries about shrinkage after washing. This polo is designed with a classic fit and fitted short-length sleeves, available in a full range of sizes. With over 30 years of experience, we guarantee quality and comfort. Order now and enjoy a perfect fit with our TexTale Polo.</p>",TexTale,,Shirts & Tops,"abconvert-content-test, content-test-3529, dup_6825813311552",false,Color,Olive,,Size,S,,,,,TET2370Olive-S,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_22faeaa3-8204-4fd2-bb89-0de7344e4dc8.jpg?v=1703575349,1,"",false,,,,unisex,adult,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_22faeaa3-8204-4fd2-bb89-0de7344e4dc8.jpg?v=1703575349,kg,,,draft
content-test-test-1,,,,,,,,,Olive,,,M,,,,,TET2370Olive-M,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/20231023-190055_118d3b5c-0a86-4f35-8daf-311fbcdc86ff.gif?v=1703575349,2,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_22faeaa3-8204-4fd2-bb89-0de7344e4dc8.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Olive,,,L,,,,,TET2370Olive-L,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_36de091c-f3b7-4f4f-80fa-40e0442e1f59.jpg?v=1703575349,3,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_22faeaa3-8204-4fd2-bb89-0de7344e4dc8.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Olive,,,XL,,,,,TET2370Olive-XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/4_Anti-OdorPolo_99eba00d-148c-4b74-828c-599840ac57dd.jpg?v=1703575349,4,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_22faeaa3-8204-4fd2-bb89-0de7344e4dc8.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Olive,,,2XL,,,,,TET2370Olive-2XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/3_Anti-OdorPolo_2cfbc91a-e9b9-49cc-9113-a45ae66e1ec8.jpg?v=1703575349,5,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_22faeaa3-8204-4fd2-bb89-0de7344e4dc8.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Olive,,,3XL,,,,,TET2370Olive-3XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/p6-7_17585d17-f57b-437b-9575-db82b16a1ba6.jpg?v=1703575349,6,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_22faeaa3-8204-4fd2-bb89-0de7344e4dc8.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Black,,,S,,,,,TET2370Black-S,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/reviews-polo_f972c641-d397-46df-a5e3-7eab82ed9999.jpg?v=1703575349,7,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_c62e1a6a-948e-4796-9e10-77dee3c180fe.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Black,,,M,,,,,TET2370Black-M,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Influencer-15_textale_LR_38ea3aa3-83cf-40ea-91e9-3bd0f0b5988a.jpg?v=1703575349,8,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_c62e1a6a-948e-4796-9e10-77dee3c180fe.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Black,,,L,,,,,TET2370Black-L,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_c62e1a6a-948e-4796-9e10-77dee3c180fe.jpg?v=1703575349,9,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_c62e1a6a-948e-4796-9e10-77dee3c180fe.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Black,,,XL,,,,,TET2370Black-XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Polo_d936d7ca-4a05-409c-b8df-c318dab1fa11.gif?v=1703575349,10,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_c62e1a6a-948e-4796-9e10-77dee3c180fe.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Black,,,2XL,,,,,TET2370Black-2XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_142d9d21-6370-49de-9469-a41abb44f94f.jpg?v=1703575349,11,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_c62e1a6a-948e-4796-9e10-77dee3c180fe.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Black,,,3XL,,,,,TET2370Black-3XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/3_Anti-OdorPolo_3dfa2c38-460a-4928-b717-c3b2fa8e42c5.jpg?v=1703575349,12,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_c62e1a6a-948e-4796-9e10-77dee3c180fe.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Bone,,,S,,,,,TET2370Bone-S,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/4_Anti-OdorPolo_ac6bf2c5-6660-4315-9cbc-2ec0f8f70c6e.jpg?v=1703575349,13,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_de5b25d4-3385-44e3-af58-b840288ba691.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Bone,,,M,,,,,TET2370Bone-M,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/p645-10_textale_LR_09201725-5624-45cc-9780-a655b4817b16.jpg?v=1703575349,14,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_de5b25d4-3385-44e3-af58-b840288ba691.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Bone,,,L,,,,,TET2370Bone-L,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/reviews-polo_56f4e26e-dcb6-4a2f-9b45-32976e3d0ae8.jpg?v=1703575349,15,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_de5b25d4-3385-44e3-af58-b840288ba691.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Bone,,,XL,,,,,TET2370Bone-XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Influencer-14_textale_LR_fa283c88-3499-4811-9652-a59d7a8a59eb.jpg?v=1703575349,16,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_de5b25d4-3385-44e3-af58-b840288ba691.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Bone,,,2XL,,,,,TET2370Bone-2XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_de5b25d4-3385-44e3-af58-b840288ba691.jpg?v=1703575349,17,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_de5b25d4-3385-44e3-af58-b840288ba691.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,Bone,,,3XL,,,,,TET2370Bone-3XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/polo_aae037fe-e84e-4b06-b607-c3774376079f.gif?v=1703575349,18,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_de5b25d4-3385-44e3-af58-b840288ba691.jpg?v=1703575349,kg,,,
content-test-test-1,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_795ccd3c-08dd-4802-a923-eaf3185cd954.jpg?v=1703575349,19,"",,,,,,,,,,,,,,,,,,,,,,
content-test-test-1,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/3_Anti-OdorPolo_b36ee55a-9ffd-4470-9c46-f2cbd2f1aa03.jpg?v=1703575349,20,"",,,,,,,,,,,,,,,,,,,,,,
content-test-test-1,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/4_Anti-OdorPolo_949e2c94-9d78-405f-abcd-b3a872a37d1b.jpg?v=1703575349,21,"",,,,,,,,,,,,,,,,,,,,,,
content-test-test-1,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/p645-9_textale_LR_71f281c6-6812-422e-a93e-148181268452.jpg?v=1703575349,22,"",,,,,,,,,,,,,,,,,,,,,,
content-test-test-1,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/reviews-polo_f96ac1a1-0f41-4dc8-b95f-dc6787bef082.jpg?v=1703575349,23,"",,,,,,,,,,,,,,,,,,,,,,
content-test-test-1,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/20231207-103506_b4280f85-c428-4b32-85c0-0c9d89537b65.jpg?v=1703575349,24,"",,,,,,,,,,,,,,,,,,,,,,
breez-anti-odor-polo,Content test test,"<p>Stay fresh and stylish with our EliteEdge 601s Odor-Free Lite Polo. This polo shirt features our unique Odor-Free fabric technology, developed in partnership with Toyobo (Japan), offering 24H, 97% sweat odor neutralization. The material is a perfect blend of 47% Cotton, 45% Polyester, and 8% Viscose, providing a soft and stretchy feel. The 190g/sqm double-layered pique and one-way moisture-wicking technique fabric ensure long-lasting quality and comfort. It's pre-shrunk, so no worries about shrinkage after washing. This polo is designed with a classic fit and fitted short-length sleeves, available in a full range of sizes. With over 30 years of experience, we guarantee quality and comfort. Order now and enjoy a perfect fit with our TexTale Polo.</p>",TexTale,,Shirts & Tops,"_BREEZ, polo",true,Color,Olive,,Size,S,,,,,TET2370Olive-S,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_170f1375-e8ab-47dc-a310-3c0c2b153864.jpg?v=1703333538,1,#color_olive,false,,,,unisex,adult,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_170f1375-e8ab-47dc-a310-3c0c2b153864.jpg?v=1703333538,kg,,,active
breez-anti-odor-polo,,,,,,,,,Olive,,,M,,,,,TET2370Olive-M,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/20231023-190055.gif?v=1703333538,2,#color_olive,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_170f1375-e8ab-47dc-a310-3c0c2b153864.jpg?v=1703333538,kg,,,
breez-anti-odor-polo,,,,,,,,,Olive,,,L,,,,,TET2370Olive-L,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_2bc65a3a-4662-4dcc-8570-e88cb453e94e.jpg?v=1703333538,3,#color_olive,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_170f1375-e8ab-47dc-a310-3c0c2b153864.jpg?v=1703333538,kg,,,
breez-anti-odor-polo,,,,,,,,,Olive,,,XL,,,,,TET2370Olive-XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/4_Anti-OdorPolo_4a2ac010-2b1b-40e1-b657-e2fc3e4d1b27.jpg?v=1703333538,4,#color_olive,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_170f1375-e8ab-47dc-a310-3c0c2b153864.jpg?v=1703333538,kg,,,
breez-anti-odor-polo,,,,,,,,,Olive,,,2XL,,,,,TET2370Olive-2XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/3_Anti-OdorPolo_303845fc-a316-4663-b6df-7e0a7d5f2ffa.jpg?v=1703333538,5,#color_olive,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_170f1375-e8ab-47dc-a310-3c0c2b153864.jpg?v=1703333538,kg,,,
breez-anti-odor-polo,,,,,,,,,Olive,,,3XL,,,,,TET2370Olive-3XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/p6-7.jpg?v=1703333538,6,#color_olive,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_170f1375-e8ab-47dc-a310-3c0c2b153864.jpg?v=1703333538,kg,,,
breez-anti-odor-polo,,,,,,,,,Black,,,S,,,,,TET2370Black-S,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/reviews-polo.jpg?v=1703333538,7,#color_olive,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_2c1de5f9-0bb1-4beb-a890-092c8c6421ed.jpg?v=1703333539,kg,,,
breez-anti-odor-polo,,,,,,,,,Black,,,M,,,,,TET2370Black-M,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Influencer-15_textale_LR.jpg?v=1703333538,8,#color_olive,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_2c1de5f9-0bb1-4beb-a890-092c8c6421ed.jpg?v=1703333539,kg,,,
breez-anti-odor-polo,,,,,,,,,Black,,,L,,,,,TET2370Black-L,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_2c1de5f9-0bb1-4beb-a890-092c8c6421ed.jpg?v=1703333539,9,#color_black,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_2c1de5f9-0bb1-4beb-a890-092c8c6421ed.jpg?v=1703333539,kg,,,
breez-anti-odor-polo,,,,,,,,,Black,,,XL,,,,,TET2370Black-XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Polo_cb687cff-a62f-4116-b294-019395baaac1.gif?v=1703333539,10,#color_black,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_2c1de5f9-0bb1-4beb-a890-092c8c6421ed.jpg?v=1703333539,kg,,,
breez-anti-odor-polo,,,,,,,,,Black,,,2XL,,,,,TET2370Black-2XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_da6866ec-44fd-4f18-a05e-28603a1a7b37.jpg?v=1703333539,11,#color_black,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_2c1de5f9-0bb1-4beb-a890-092c8c6421ed.jpg?v=1703333539,kg,,,
breez-anti-odor-polo,,,,,,,,,Black,,,3XL,,,,,TET2370Black-3XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/3_Anti-OdorPolo_19b93ff3-2ed6-47ac-8e24-6cd6b42aa289.jpg?v=1703333539,12,#color_black,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_2c1de5f9-0bb1-4beb-a890-092c8c6421ed.jpg?v=1703333539,kg,,,
breez-anti-odor-polo,,,,,,,,,Bone,,,S,,,,,TET2370Bone-S,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/4_Anti-OdorPolo_7493275c-e2ff-4b4f-a5c3-32f3487482fa.jpg?v=1703333539,13,#color_black,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_bbb9fe36-8b54-4291-9e59-4a070af89259.jpg?v=1703333539,kg,,,
breez-anti-odor-polo,,,,,,,,,Bone,,,M,,,,,TET2370Bone-M,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/p645-10_textale_LR.jpg?v=1703333539,14,#color_black,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_bbb9fe36-8b54-4291-9e59-4a070af89259.jpg?v=1703333539,kg,,,
breez-anti-odor-polo,,,,,,,,,Bone,,,L,,,,,TET2370Bone-L,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/reviews-polo_ccb8b5db-de2a-4e1d-a6d0-46b0937a5500.jpg?v=1703333539,15,#color_black,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_bbb9fe36-8b54-4291-9e59-4a070af89259.jpg?v=1703333539,kg,,,
breez-anti-odor-polo,,,,,,,,,Bone,,,XL,,,,,TET2370Bone-XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/Influencer-14_textale_LR.jpg?v=1703333539,16,#color_black,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_bbb9fe36-8b54-4291-9e59-4a070af89259.jpg?v=1703333539,kg,,,
breez-anti-odor-polo,,,,,,,,,Bone,,,2XL,,,,,TET2370Bone-2XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_bbb9fe36-8b54-4291-9e59-4a070af89259.jpg?v=1703333539,17,#color_bone,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_bbb9fe36-8b54-4291-9e59-4a070af89259.jpg?v=1703333539,kg,,,
breez-anti-odor-polo,,,,,,,,,Bone,,,3XL,,,,,TET2370Bone-3XL,0.0,shopify,deny,manual,50.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/0559/0482/9504/products/polo_9f3c9ba1-744e-40a8-992a-698a62771f83.gif?v=1703333539,18,#color_bone,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/1_Anti-OdorPolo_bbb9fe36-8b54-4291-9e59-4a070af89259.jpg?v=1703333539,kg,,,
breez-anti-odor-polo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/2_Anti-OdorPolo_c1f79f79-aa25-4149-b300-22d65efaca1a.jpg?v=1703333539,19,#color_bone,,,,,,,,,,,,,,,,,,,,,,
breez-anti-odor-polo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/3_Anti-OdorPolo_512b2dc1-41d9-42e1-afb4-987ca91a7ed7.jpg?v=1703333539,20,#color_bone,,,,,,,,,,,,,,,,,,,,,,
breez-anti-odor-polo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/4_Anti-OdorPolo_3642beae-7741-4b22-85d1-91637db5e3a0.jpg?v=1703333539,21,#color_bone,,,,,,,,,,,,,,,,,,,,,,
breez-anti-odor-polo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/p645-9_textale_LR.jpg?v=1703333539,22,#color_bone,,,,,,,,,,,,,,,,,,,,,,
breez-anti-odor-polo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/reviews-polo_d0352a57-3e17-4a8a-8b26-1976e69e7814.jpg?v=1703333539,23,#color_bone,,,,,,,,,,,,,,,,,,,,,,
breez-anti-odor-polo,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/0482/9504/products/20231207-103506.jpg?v=1703333539,24,#color_bone,,,,,,,,,,,,,,,,,,,,,,
shipping-test-product-3kg,Shipping test product (3kg),"",Jeffrey Shop,,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,deny,manual,10.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,kg,,,active
inventory-syncing-test-product-without-location,Inventory syncing test product - without location,"",Jeffrey Shop,,"","",true,Size,Small,,Color,Black,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,kg,,,active
inventory-syncing-test-product-without-location,,,,,,,,,Small,,,White,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
inventory-syncing-test-product-without-location,,,,,,,,,Medium,,,Black,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
inventory-syncing-test-product-without-location,,,,,,,,,Medium,,,White,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
inventory-syncing-test-product-without-location,,,,,,,,,Large,,,Black,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
inventory-syncing-test-product-without-location,,,,,,,,,Large,,,White,,,,,"",0.0,shopify,deny,manual,0.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
status-test,Status test,"",Jeffrey Shop,,"","",false,Title,Default Title,,,,,,,,'1234,0.0,shopify,deny,manual,0.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,,kg,,,draft
